transaction_amount,transaction_hour,product_category,quantity,payment_method,device_type,customer_age,customer_gender,is_holiday,label_is_fraud
,16.0,online_shopping,1,unknown,unknown,73.0,M,False,1.0
5918.61,3.0,fitness_and_medical,1,unknown,unknown,40.0,M,False,1.0
5840.08,9.0,entertainment,1,unknown,unknown,42.0,F,False,
8175.14,11.0,travel,1,unknown,unknown,81.0,M,False,0.0
5872.62,10.0,fitness_and_medical,1,unknown,unknown,57.0,,False,1.0
9381.69,21.0,fitness_and_medical,1,unknown,unknown,25.0,F,False,1.0
954.93,2.0,entertainment,1,unknown,unknown,57.0,F,False,1.0
5268.76,7.0,entertainment,1,unknown,unknown,50.0,M,False,1.0
9021.93,23.0,travel,1,unknown,unknown,47.0,,False,1.0
3813.96,22.0,travel,1,unknown,unknown,31.0,M,False,1.0
,23.0,fitness_and_medical,1,unknown,unknown,86.0,M,False,0.0
6264.43,15.0,online_shopping,1,unknown,unknown,55.0,F,False,1.0
8761.74,6.0,travel,1,unknown,unknown,48.0,M,False,1.0
4552.11,8.0,online_shopping,1,unknown,unknown,64.0,M,False,0.0
2764.51,22.0,entertainment,1,unknown,unknown,53.0,M,False,1.0
7808.89,,fitness_and_medical,1,unknown,unknown,77.0,M,False,0.0
6193.59,,fitness_and_medical,1,unknown,unknown,70.0,M,False,1.0
9795.42,6.0,travel,1,unknown,unknown,34.0,F,False,0.0
612.87,15.0,online_shopping,1,unknown,unknown,82.0,,False,0.0
3222.85,,online_shopping,1,unknown,unknown,48.0,M,False,0.0
3643.41,17.0,online_shopping,1,unknown,unknown,44.0,M,False,1.0
352.81,12.0,,1,unknown,unknown,54.0,M,False,1.0
4711.26,1.0,fitness_and_medical,1,unknown,unknown,84.0,F,False,0.0
9146.76,20.0,travel,1,unknown,unknown,53.0,F,False,0.0
,4.0,online_shopping,1,unknown,unknown,45.0,F,False,1.0
5574.08,6.0,online_shopping,1,unknown,unknown,33.0,F,False,0.0
6056.75,6.0,online_shopping,1,unknown,unknown,26.0,F,False,0.0
8451.76,16.0,entertainment,1,unknown,unknown,25.0,M,False,1.0
,11.0,travel,1,unknown,unknown,41.0,F,False,0.0
3643.39,6.0,entertainment,1,unknown,unknown,49.0,M,False,
8628.42,18.0,travel,1,unknown,unknown,34.0,M,False,0.0
4025.97,15.0,fitness_and_medical,1,unknown,unknown,53.0,M,False,1.0
6480.67,1.0,travel,1,unknown,unknown,44.0,M,False,1.0
7496.98,6.0,fitness_and_medical,1,unknown,unknown,24.0,F,False,1.0
6120.8,,,1,unknown,unknown,53.0,M,False,1.0
4464.46,1.0,online_shopping,1,unknown,unknown,29.0,F,False,1.0
1094.55,17.0,travel,1,unknown,unknown,48.0,F,False,0.0
4978.31,18.0,entertainment,1,unknown,unknown,75.0,M,False,1.0
3849.86,12.0,,1,unknown,unknown,80.0,F,False,1.0
5374.07,2.0,travel,1,unknown,unknown,86.0,F,False,1.0
8702.44,3.0,fitness_and_medical,1,unknown,unknown,26.0,F,False,1.0
,3.0,online_shopping,1,unknown,unknown,72.0,F,False,0.0
6009.57,4.0,online_shopping,1,unknown,unknown,79.0,F,False,0.0
8455.24,12.0,online_shopping,1,unknown,unknown,38.0,M,False,
3525.84,21.0,,1,unknown,unknown,53.0,F,False,0.0
3194.37,21.0,fitness_and_medical,1,unknown,unknown,22.0,F,False,1.0
6077.46,4.0,online_shopping,1,unknown,unknown,50.0,M,False,1.0
1867.25,11.0,travel,1,unknown,unknown,78.0,F,False,1.0
1545.94,5.0,travel,1,unknown,unknown,46.0,,False,0.0
6122.11,6.0,online_shopping,1,unknown,unknown,65.0,M,False,1.0
8109.67,18.0,online_shopping,1,unknown,unknown,62.0,F,False,1.0
3161.4,,online_shopping,1,unknown,unknown,56.0,M,False,1.0
8117.56,14.0,fitness_and_medical,1,unknown,unknown,21.0,M,False,0.0
3093.75,,fitness_and_medical,1,unknown,unknown,57.0,M,False,0.0
9313.92,1.0,travel,1,unknown,unknown,34.0,M,False,
1586.0,22.0,fitness_and_medical,1,unknown,unknown,67.0,F,False,0.0
8090.91,,entertainment,1,unknown,unknown,79.0,,False,0.0
5727.2,6.0,travel,1,unknown,unknown,63.0,M,False,1.0
7734.87,3.0,travel,1,unknown,unknown,48.0,,False,0.0
604.65,4.0,entertainment,1,unknown,unknown,67.0,F,False,0.0
,2.0,travel,1,unknown,unknown,25.0,F,False,0.0
1478.95,22.0,entertainment,1,unknown,unknown,72.0,M,False,0.0
1333.99,3.0,online_shopping,1,unknown,unknown,21.0,M,False,0.0
2657.26,15.0,fitness_and_medical,1,unknown,unknown,23.0,M,False,1.0
4802.56,2.0,entertainment,1,unknown,unknown,24.0,M,False,0.0
657.18,6.0,entertainment,1,unknown,unknown,27.0,,False,0.0
7828.8,4.0,entertainment,1,unknown,unknown,62.0,,False,1.0
8224.44,9.0,,1,unknown,unknown,81.0,M,False,1.0
352.81,12.0,,1,unknown,unknown,54.0,M,False,1.0
,22.0,travel,1,unknown,unknown,67.0,M,False,1.0
3956.8,11.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
1024.74,20.0,,1,unknown,unknown,54.0,F,False,0.0
7493.61,7.0,travel,1,unknown,unknown,41.0,,False,0.0
1297.18,22.0,travel,1,unknown,unknown,38.0,M,False,1.0
8548.59,,online_shopping,1,unknown,unknown,38.0,M,False,0.0
3462.09,19.0,fitness_and_medical,1,unknown,unknown,44.0,,False,1.0
704.36,4.0,entertainment,1,unknown,unknown,68.0,M,False,0.0
8756.51,8.0,online_shopping,1,unknown,unknown,59.0,F,False,1.0
7352.77,5.0,online_shopping,1,unknown,unknown,67.0,F,False,0.0
1548.42,16.0,travel,1,unknown,unknown,71.0,M,False,1.0
7629.93,0.0,travel,1,unknown,unknown,71.0,F,False,0.0
,19.0,fitness_and_medical,1,unknown,unknown,75.0,F,False,0.0
3615.29,8.0,online_shopping,1,unknown,unknown,74.0,M,False,0.0
5574.08,6.0,online_shopping,1,unknown,unknown,33.0,F,False,0.0
8702.44,3.0,fitness_and_medical,1,unknown,unknown,26.0,F,False,1.0
1019.24,16.0,fitness_and_medical,1,unknown,unknown,73.0,F,False,
1205.42,12.0,travel,1,unknown,unknown,46.0,F,False,1.0
2587.27,2.0,entertainment,1,unknown,unknown,63.0,F,False,0.0
5814.94,9.0,online_shopping,1,unknown,unknown,34.0,M,False,0.0
2859.46,5.0,entertainment,1,unknown,unknown,54.0,M,False,1.0
2856.37,18.0,travel,1,unknown,unknown,84.0,F,False,0.0
2880.04,19.0,online_shopping,1,unknown,unknown,49.0,,False,0.0
4000.68,15.0,fitness_and_medical,1,unknown,unknown,47.0,F,False,0.0
2672.54,,online_shopping,1,unknown,unknown,60.0,F,False,1.0
8955.19,0.0,travel,1,unknown,unknown,56.0,M,False,0.0
,5.0,travel,1,unknown,unknown,74.0,M,False,1.0
,0.0,online_shopping,1,unknown,unknown,42.0,F,False,1.0
2521.33,8.0,fitness_and_medical,1,unknown,unknown,32.0,M,False,0.0
9273.95,13.0,online_shopping,1,unknown,unknown,41.0,F,False,0.0
7344.93,14.0,fitness_and_medical,1,unknown,unknown,44.0,M,False,0.0
9909.69,6.0,online_shopping,1,unknown,unknown,66.0,F,False,1.0
4842.23,3.0,,1,unknown,unknown,66.0,M,False,1.0
4367.85,22.0,travel,1,unknown,unknown,66.0,M,False,0.0
1657.04,23.0,entertainment,1,unknown,unknown,21.0,F,False,0.0
730.08,16.0,online_shopping,1,unknown,unknown,77.0,F,False,1.0
764.24,7.0,fitness_and_medical,1,unknown,unknown,22.0,F,False,1.0
7834.5,17.0,travel,1,unknown,unknown,53.0,F,False,1.0
7455.87,7.0,online_shopping,1,unknown,unknown,83.0,M,False,1.0
5024.72,20.0,,1,unknown,unknown,77.0,F,False,0.0
6184.84,6.0,,1,unknown,unknown,63.0,M,False,1.0
9647.75,23.0,,1,unknown,unknown,44.0,M,False,1.0
4811.79,2.0,entertainment,1,unknown,unknown,22.0,M,False,0.0
9454.24,15.0,,1,unknown,unknown,35.0,F,False,1.0
5628.53,21.0,,1,unknown,unknown,26.0,M,False,0.0
1867.33,15.0,online_shopping,1,unknown,unknown,53.0,M,False,1.0
5497.95,16.0,entertainment,1,unknown,unknown,33.0,M,False,1.0
9074.0,18.0,entertainment,1,unknown,unknown,29.0,F,False,0.0
6845.15,9.0,entertainment,1,unknown,unknown,76.0,M,False,0.0
4844.46,23.0,online_shopping,1,unknown,unknown,53.0,M,False,1.0
,,travel,1,unknown,unknown,56.0,F,False,0.0
9401.42,3.0,travel,1,unknown,unknown,23.0,M,False,1.0
8727.08,17.0,,1,unknown,unknown,55.0,M,False,1.0
5603.68,8.0,online_shopping,1,unknown,unknown,53.0,M,False,
4711.26,1.0,fitness_and_medical,1,unknown,unknown,84.0,F,False,0.0
3294.76,22.0,fitness_and_medical,1,unknown,unknown,19.0,M,False,1.0
5450.89,18.0,travel,1,unknown,unknown,30.0,,False,1.0
2495.89,6.0,travel,1,unknown,unknown,24.0,F,False,0.0
4186.86,0.0,online_shopping,1,unknown,unknown,47.0,M,False,0.0
730.87,18.0,online_shopping,1,unknown,unknown,58.0,F,False,1.0
369.79,22.0,online_shopping,1,unknown,unknown,82.0,F,False,0.0
7128.07,10.0,,1,unknown,unknown,73.0,M,False,1.0
4728.68,20.0,online_shopping,1,unknown,unknown,26.0,F,False,0.0
5918.61,3.0,fitness_and_medical,1,unknown,unknown,40.0,M,False,1.0
2027.49,3.0,online_shopping,1,unknown,unknown,53.0,F,False,1.0
167.23,17.0,,1,unknown,unknown,54.0,F,False,0.0
2364.07,5.0,travel,1,unknown,unknown,36.0,M,False,1.0
2721.58,16.0,online_shopping,1,unknown,unknown,73.0,M,False,1.0
8665.24,7.0,fitness_and_medical,1,unknown,unknown,25.0,M,False,1.0
2035.74,9.0,fitness_and_medical,1,unknown,unknown,20.0,M,False,0.0
3361.29,9.0,entertainment,1,unknown,unknown,20.0,F,False,0.0
4826.28,19.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,0.0
6319.58,12.0,travel,1,unknown,unknown,53.0,F,False,1.0
7892.15,4.0,online_shopping,1,unknown,unknown,53.0,M,False,1.0
9778.95,23.0,,1,unknown,unknown,55.0,M,False,1.0
9733.95,,online_shopping,1,unknown,unknown,76.0,M,False,0.0
3405.98,23.0,online_shopping,1,unknown,unknown,82.0,F,False,1.0
6066.68,11.0,fitness_and_medical,1,unknown,unknown,43.0,M,False,1.0
9584.88,,fitness_and_medical,1,unknown,unknown,58.0,M,False,1.0
2483.04,20.0,entertainment,1,unknown,unknown,29.0,M,False,0.0
6644.09,10.0,travel,1,unknown,unknown,56.0,F,False,0.0
6982.37,10.0,online_shopping,1,unknown,unknown,82.0,M,False,1.0
154.59,,online_shopping,1,unknown,unknown,82.0,F,False,1.0
,23.0,,1,unknown,unknown,22.0,M,False,0.0
4189.05,11.0,online_shopping,1,unknown,unknown,68.0,M,False,1.0
3393.41,20.0,online_shopping,1,unknown,unknown,19.0,F,False,0.0
1629.05,3.0,entertainment,1,unknown,unknown,81.0,F,False,1.0
8186.64,15.0,online_shopping,1,unknown,unknown,82.0,F,False,0.0
7808.89,,fitness_and_medical,1,unknown,unknown,77.0,M,False,0.0
4581.64,11.0,fitness_and_medical,1,unknown,unknown,44.0,M,False,0.0
1569.14,,travel,1,unknown,unknown,64.0,M,False,1.0
1629.05,3.0,entertainment,1,unknown,unknown,81.0,F,False,1.0
5183.03,14.0,online_shopping,1,unknown,unknown,61.0,M,False,1.0
2275.29,8.0,fitness_and_medical,1,unknown,unknown,81.0,F,False,0.0
364.6,20.0,fitness_and_medical,1,unknown,unknown,69.0,M,False,0.0
8657.72,6.0,online_shopping,1,unknown,unknown,65.0,F,False,1.0
5999.54,,travel,1,unknown,unknown,27.0,,False,0.0
5274.69,6.0,entertainment,1,unknown,unknown,69.0,F,False,1.0
4749.79,18.0,travel,1,unknown,unknown,30.0,M,False,0.0
5447.96,,entertainment,1,unknown,unknown,31.0,F,False,1.0
4238.32,,online_shopping,1,unknown,unknown,58.0,M,False,0.0
2000.4,15.0,online_shopping,1,unknown,unknown,50.0,F,False,1.0
3942.49,21.0,online_shopping,1,unknown,unknown,69.0,,False,0.0
958.7,1.0,fitness_and_medical,1,unknown,unknown,75.0,F,False,0.0
9861.9,8.0,entertainment,1,unknown,unknown,44.0,F,False,1.0
2175.6,11.0,fitness_and_medical,1,unknown,unknown,21.0,F,False,1.0
5976.05,18.0,,1,unknown,unknown,62.0,F,False,0.0
9174.63,3.0,fitness_and_medical,1,unknown,unknown,75.0,M,False,0.0
753.87,22.0,,1,unknown,unknown,64.0,,False,0.0
6870.72,3.0,entertainment,1,unknown,unknown,87.0,M,False,1.0
4464.46,1.0,online_shopping,1,unknown,unknown,29.0,F,False,1.0
3110.03,,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
4957.29,21.0,online_shopping,1,unknown,unknown,54.0,F,False,0.0
6434.21,3.0,travel,1,unknown,unknown,37.0,F,False,1.0
4101.21,3.0,travel,1,unknown,unknown,62.0,F,False,
8233.98,11.0,entertainment,1,unknown,unknown,55.0,F,False,0.0
8520.04,12.0,entertainment,1,unknown,unknown,78.0,M,False,1.0
3286.39,,travel,1,unknown,unknown,19.0,F,False,0.0
3143.95,3.0,online_shopping,1,unknown,unknown,29.0,F,False,0.0
7519.3,5.0,online_shopping,1,unknown,unknown,55.0,M,False,1.0
676.93,12.0,fitness_and_medical,1,unknown,unknown,81.0,F,False,1.0
2293.84,23.0,online_shopping,1,unknown,unknown,39.0,F,False,0.0
8362.2,,travel,1,unknown,unknown,39.0,M,False,0.0
401.56,16.0,fitness_and_medical,1,unknown,unknown,40.0,M,False,0.0
,2.0,online_shopping,1,unknown,unknown,84.0,M,False,0.0
2673.32,14.0,,1,unknown,unknown,61.0,M,False,
,6.0,online_shopping,1,unknown,unknown,49.0,M,False,1.0
9109.83,17.0,online_shopping,1,unknown,unknown,71.0,,False,0.0
1059.56,17.0,online_shopping,1,unknown,unknown,71.0,M,False,1.0
9395.43,7.0,online_shopping,1,unknown,unknown,66.0,F,False,0.0
4057.86,0.0,travel,1,unknown,unknown,53.0,M,False,0.0
1342.78,2.0,,1,unknown,unknown,24.0,M,False,0.0
4186.86,0.0,online_shopping,1,unknown,unknown,47.0,M,False,0.0
4382.98,3.0,entertainment,1,unknown,unknown,27.0,M,False,0.0
3643.41,17.0,online_shopping,1,unknown,unknown,44.0,M,False,1.0
,9.0,travel,1,unknown,unknown,29.0,F,False,0.0
8429.89,11.0,fitness_and_medical,1,unknown,unknown,74.0,M,False,1.0
6951.21,,fitness_and_medical,1,unknown,unknown,19.0,M,False,0.0
2175.6,11.0,fitness_and_medical,1,unknown,unknown,21.0,F,False,1.0
3722.84,18.0,online_shopping,1,unknown,unknown,25.0,F,False,1.0
1386.15,19.0,entertainment,1,unknown,unknown,72.0,M,False,0.0
1105.15,,entertainment,1,unknown,unknown,66.0,F,False,1.0
4320.66,17.0,fitness_and_medical,1,unknown,unknown,73.0,F,False,
8860.76,5.0,online_shopping,1,unknown,unknown,73.0,F,False,0.0
4149.2,15.0,fitness_and_medical,1,unknown,unknown,79.0,M,False,0.0
6759.7,20.0,fitness_and_medical,1,unknown,unknown,48.0,F,False,1.0
4387.88,4.0,entertainment,1,unknown,unknown,75.0,F,False,1.0
9765.19,16.0,entertainment,1,unknown,unknown,53.0,F,False,0.0
,15.0,online_shopping,1,unknown,unknown,83.0,M,False,1.0
3361.29,9.0,entertainment,1,unknown,unknown,20.0,F,False,0.0
9682.93,3.0,online_shopping,1,unknown,unknown,80.0,M,False,0.0
,17.0,online_shopping,1,unknown,unknown,26.0,M,False,0.0
5471.72,22.0,travel,1,unknown,unknown,84.0,M,False,1.0
3180.38,8.0,fitness_and_medical,1,unknown,unknown,73.0,M,False,1.0
5528.97,1.0,online_shopping,1,unknown,unknown,59.0,,False,0.0
5219.4,,,1,unknown,unknown,36.0,,False,1.0
5422.67,22.0,online_shopping,1,unknown,unknown,42.0,M,False,1.0
7464.69,16.0,travel,1,unknown,unknown,76.0,F,False,0.0
1749.79,10.0,travel,1,unknown,unknown,66.0,M,False,0.0
4150.2,4.0,,1,unknown,unknown,71.0,F,False,1.0
6476.68,1.0,,1,unknown,unknown,22.0,M,False,1.0
2182.57,2.0,,1,unknown,unknown,57.0,F,False,0.0
,,online_shopping,1,unknown,unknown,38.0,M,False,0.0
6987.62,11.0,,1,unknown,unknown,26.0,F,False,1.0
,0.0,entertainment,1,unknown,unknown,73.0,F,False,
4614.91,0.0,entertainment,1,unknown,unknown,64.0,F,False,
7006.51,15.0,,1,unknown,unknown,59.0,M,False,1.0
8697.54,8.0,travel,1,unknown,unknown,69.0,,False,1.0
9560.09,9.0,online_shopping,1,unknown,unknown,40.0,M,False,0.0
,6.0,entertainment,1,unknown,unknown,19.0,M,False,1.0
4053.92,4.0,fitness_and_medical,1,unknown,unknown,48.0,F,False,0.0
1430.15,2.0,travel,1,unknown,unknown,45.0,F,False,0.0
7017.21,23.0,,1,unknown,unknown,68.0,M,False,1.0
7660.02,14.0,online_shopping,1,unknown,unknown,44.0,F,False,1.0
1495.11,11.0,entertainment,1,unknown,unknown,76.0,M,False,0.0
9074.0,18.0,entertainment,1,unknown,unknown,29.0,F,False,0.0
4058.58,16.0,online_shopping,1,unknown,unknown,77.0,F,False,1.0
,23.0,fitness_and_medical,1,unknown,unknown,86.0,M,False,0.0
7839.3,12.0,online_shopping,1,unknown,unknown,36.0,M,False,1.0
6996.92,17.0,entertainment,1,unknown,unknown,50.0,M,False,0.0
5450.89,18.0,travel,1,unknown,unknown,30.0,,False,1.0
4566.3,17.0,online_shopping,1,unknown,unknown,29.0,F,False,0.0
753.87,22.0,,1,unknown,unknown,64.0,,False,0.0
8207.57,9.0,fitness_and_medical,1,unknown,unknown,58.0,F,False,1.0
9513.99,10.0,entertainment,1,unknown,unknown,32.0,M,False,0.0
3888.05,2.0,travel,1,unknown,unknown,84.0,M,False,1.0
9753.07,4.0,entertainment,1,unknown,unknown,41.0,F,False,0.0
1816.72,12.0,fitness_and_medical,1,unknown,unknown,22.0,M,False,0.0
6433.91,12.0,travel,1,unknown,unknown,74.0,F,False,0.0
9740.76,21.0,fitness_and_medical,1,unknown,unknown,66.0,M,False,0.0
5840.08,9.0,entertainment,1,unknown,unknown,42.0,F,False,
7377.0,16.0,travel,1,unknown,unknown,49.0,F,False,1.0
9795.42,6.0,travel,1,unknown,unknown,34.0,F,False,0.0
8564.68,16.0,fitness_and_medical,1,unknown,unknown,55.0,F,False,0.0
3414.72,22.0,travel,1,unknown,unknown,64.0,F,False,1.0
3637.6,12.0,online_shopping,1,unknown,unknown,74.0,F,False,1.0
3021.97,3.0,fitness_and_medical,1,unknown,unknown,78.0,F,False,1.0
9980.26,3.0,entertainment,1,unknown,unknown,71.0,F,False,0.0
5914.99,9.0,fitness_and_medical,1,unknown,unknown,39.0,F,False,1.0
4872.56,13.0,fitness_and_medical,1,unknown,unknown,81.0,M,False,0.0
5675.18,3.0,fitness_and_medical,1,unknown,unknown,35.0,F,False,0.0
5729.54,11.0,fitness_and_medical,1,unknown,unknown,25.0,M,False,0.0
1052.61,7.0,online_shopping,1,unknown,unknown,66.0,F,False,1.0
7893.31,5.0,travel,1,unknown,unknown,49.0,M,False,1.0
6009.57,4.0,online_shopping,1,unknown,unknown,79.0,F,False,0.0
6451.53,9.0,entertainment,1,unknown,unknown,65.0,F,False,0.0
5498.24,6.0,entertainment,1,unknown,unknown,69.0,M,False,0.0
4415.53,,fitness_and_medical,1,unknown,unknown,79.0,F,False,0.0
1356.05,11.0,online_shopping,1,unknown,unknown,28.0,F,False,0.0
4000.92,0.0,travel,1,unknown,unknown,22.0,M,False,1.0
,23.0,entertainment,1,unknown,unknown,53.0,,False,0.0
2474.53,2.0,online_shopping,1,unknown,unknown,23.0,,False,0.0
310.13,0.0,online_shopping,1,unknown,unknown,53.0,M,False,0.0
8697.54,8.0,travel,1,unknown,unknown,69.0,,False,1.0
,0.0,travel,1,unknown,unknown,53.0,M,False,0.0
7012.15,2.0,online_shopping,1,unknown,unknown,70.0,F,False,1.0
6982.37,10.0,online_shopping,1,unknown,unknown,82.0,M,False,1.0
,15.0,online_shopping,1,unknown,unknown,53.0,,False,
3864.91,8.0,travel,1,unknown,unknown,48.0,F,False,1.0
8408.77,10.0,fitness_and_medical,1,unknown,unknown,68.0,M,False,1.0
5144.06,18.0,online_shopping,1,unknown,unknown,80.0,M,False,0.0
8177.86,20.0,travel,1,unknown,unknown,43.0,F,False,0.0
9273.95,13.0,online_shopping,1,unknown,unknown,41.0,F,False,0.0
4415.53,,fitness_and_medical,1,unknown,unknown,79.0,F,False,0.0
7734.87,3.0,travel,1,unknown,unknown,48.0,,False,0.0
9750.37,0.0,travel,1,unknown,unknown,60.0,F,False,0.0
5099.29,15.0,entertainment,1,unknown,unknown,27.0,M,False,1.0
7698.38,2.0,online_shopping,1,unknown,unknown,48.0,F,False,1.0
4684.41,20.0,fitness_and_medical,1,unknown,unknown,40.0,F,False,1.0
4680.19,15.0,,1,unknown,unknown,41.0,M,False,1.0
3864.91,8.0,travel,1,unknown,unknown,48.0,F,False,1.0
,16.0,online_shopping,1,unknown,unknown,73.0,M,False,1.0
1495.11,11.0,entertainment,1,unknown,unknown,76.0,M,False,0.0
3733.34,10.0,entertainment,1,unknown,unknown,66.0,F,False,1.0
7174.13,20.0,online_shopping,1,unknown,unknown,60.0,,False,1.0
1510.65,,online_shopping,1,unknown,unknown,57.0,F,False,1.0
2107.9,14.0,fitness_and_medical,1,unknown,unknown,58.0,F,False,0.0
2658.39,0.0,fitness_and_medical,1,unknown,unknown,79.0,F,False,0.0
620.8,3.0,online_shopping,1,unknown,unknown,53.0,M,False,
6275.24,13.0,,1,unknown,unknown,22.0,F,False,
2828.15,22.0,entertainment,1,unknown,unknown,53.0,F,False,0.0
3045.36,6.0,travel,1,unknown,unknown,68.0,M,False,1.0
8263.06,21.0,travel,1,unknown,unknown,62.0,M,False,0.0
4261.55,0.0,entertainment,1,unknown,unknown,63.0,F,False,0.0
7496.98,6.0,fitness_and_medical,1,unknown,unknown,24.0,F,False,1.0
5541.86,14.0,travel,1,unknown,unknown,39.0,,False,1.0
8695.27,14.0,entertainment,1,unknown,unknown,83.0,F,False,1.0
3609.57,23.0,travel,1,unknown,unknown,49.0,F,False,1.0
7692.08,20.0,travel,1,unknown,unknown,79.0,F,False,0.0
7828.8,4.0,entertainment,1,unknown,unknown,62.0,,False,1.0
7139.97,,online_shopping,1,unknown,unknown,30.0,F,False,1.0
1396.5,7.0,online_shopping,1,unknown,unknown,52.0,M,False,1.0
2840.19,10.0,entertainment,1,unknown,unknown,55.0,F,False,1.0
5024.72,20.0,,1,unknown,unknown,77.0,F,False,0.0
5144.06,18.0,online_shopping,1,unknown,unknown,80.0,M,False,0.0
5209.38,11.0,travel,1,unknown,unknown,44.0,F,False,1.0
1169.44,9.0,entertainment,1,unknown,unknown,54.0,F,False,0.0
,0.0,entertainment,1,unknown,unknown,73.0,F,False,
1980.75,3.0,fitness_and_medical,1,unknown,unknown,61.0,F,False,1.0
4103.02,9.0,fitness_and_medical,1,unknown,unknown,84.0,M,False,0.0
9195.24,13.0,travel,1,unknown,unknown,61.0,,False,1.0
9401.46,0.0,,1,unknown,unknown,34.0,F,False,0.0
8780.01,20.0,entertainment,1,unknown,unknown,78.0,M,False,0.0
7786.02,20.0,fitness_and_medical,1,unknown,unknown,52.0,,False,0.0
1657.04,23.0,entertainment,1,unknown,unknown,21.0,F,False,0.0
4766.88,20.0,entertainment,1,unknown,unknown,61.0,M,False,1.0
3454.03,8.0,online_shopping,1,unknown,unknown,70.0,M,False,1.0
6618.41,9.0,entertainment,1,unknown,unknown,30.0,F,False,1.0
,0.0,travel,1,unknown,unknown,42.0,M,False,
,3.0,online_shopping,1,unknown,unknown,72.0,F,False,0.0
8438.54,,travel,1,unknown,unknown,25.0,F,False,0.0
2305.81,22.0,,1,unknown,unknown,37.0,F,False,
4634.76,20.0,entertainment,1,unknown,unknown,44.0,M,False,1.0
3393.41,20.0,online_shopping,1,unknown,unknown,19.0,F,False,0.0
995.72,2.0,travel,1,unknown,unknown,59.0,F,False,0.0
9980.26,3.0,entertainment,1,unknown,unknown,71.0,F,False,0.0
4804.78,14.0,travel,1,unknown,unknown,24.0,F,False,0.0
3232.09,16.0,fitness_and_medical,1,unknown,unknown,26.0,F,False,0.0
7004.34,16.0,entertainment,1,unknown,unknown,60.0,M,False,1.0
,6.0,entertainment,1,unknown,unknown,53.0,F,False,1.0
4391.82,17.0,travel,1,unknown,unknown,38.0,F,False,1.0
1605.8,22.0,online_shopping,1,unknown,unknown,53.0,F,False,1.0
5843.22,15.0,entertainment,1,unknown,unknown,87.0,M,False,1.0
3641.75,15.0,online_shopping,1,unknown,unknown,49.0,M,False,1.0
,9.0,fitness_and_medical,1,unknown,unknown,48.0,F,False,1.0
6183.41,5.0,,1,unknown,unknown,82.0,F,False,0.0
8044.84,10.0,entertainment,1,unknown,unknown,49.0,F,False,1.0
4729.83,10.0,travel,1,unknown,unknown,21.0,M,False,1.0
3659.61,19.0,entertainment,1,unknown,unknown,39.0,F,False,1.0
4501.08,17.0,online_shopping,1,unknown,unknown,74.0,F,False,1.0
7949.02,22.0,online_shopping,1,unknown,unknown,52.0,M,False,1.0
7550.26,20.0,entertainment,1,unknown,unknown,29.0,F,False,1.0
2194.63,11.0,entertainment,1,unknown,unknown,73.0,M,False,1.0
5843.22,15.0,entertainment,1,unknown,unknown,87.0,M,False,1.0
,8.0,fitness_and_medical,1,unknown,unknown,78.0,M,False,0.0
9577.72,22.0,online_shopping,1,unknown,unknown,24.0,M,False,0.0
3160.05,,entertainment,1,unknown,unknown,23.0,M,False,1.0
1024.74,20.0,,1,unknown,unknown,54.0,F,False,0.0
9320.06,10.0,entertainment,1,unknown,unknown,53.0,M,False,0.0
353.55,12.0,fitness_and_medical,1,unknown,unknown,49.0,M,False,0.0
5217.03,23.0,fitness_and_medical,1,unknown,unknown,76.0,F,False,1.0
7660.02,14.0,online_shopping,1,unknown,unknown,44.0,F,False,1.0
2905.1,0.0,entertainment,1,unknown,unknown,71.0,M,False,
9708.53,17.0,fitness_and_medical,1,unknown,unknown,42.0,F,False,
2714.89,11.0,fitness_and_medical,1,unknown,unknown,68.0,M,False,0.0
8775.49,0.0,travel,1,unknown,unknown,71.0,F,False,1.0
9776.22,16.0,online_shopping,1,unknown,unknown,53.0,F,False,1.0
561.58,8.0,entertainment,1,unknown,unknown,47.0,F,False,0.0
5730.37,20.0,online_shopping,1,unknown,unknown,46.0,F,False,1.0
4184.25,,entertainment,1,unknown,unknown,70.0,M,False,0.0
5201.98,5.0,entertainment,1,unknown,unknown,86.0,M,False,0.0
7139.97,,online_shopping,1,unknown,unknown,30.0,F,False,1.0
3994.42,17.0,,1,unknown,unknown,39.0,M,False,1.0
2002.05,,online_shopping,1,unknown,unknown,77.0,F,False,0.0
252.45,,travel,1,unknown,unknown,20.0,F,False,1.0
2419.27,1.0,travel,1,unknown,unknown,84.0,F,False,
9139.49,7.0,entertainment,1,unknown,unknown,30.0,M,False,
5497.95,16.0,entertainment,1,unknown,unknown,33.0,M,False,1.0
8453.34,21.0,online_shopping,1,unknown,unknown,43.0,M,False,
310.13,0.0,online_shopping,1,unknown,unknown,53.0,M,False,0.0
9021.93,23.0,travel,1,unknown,unknown,47.0,,False,1.0
1573.99,16.0,travel,1,unknown,unknown,32.0,M,False,0.0
6859.5,6.0,travel,1,unknown,unknown,53.0,M,False,1.0
5386.82,9.0,online_shopping,1,unknown,unknown,30.0,F,False,1.0
8152.57,4.0,travel,1,unknown,unknown,26.0,M,False,1.0
